gene,goId
UBC8,"['GO:0004842', 'GO:0043161', 'GO:0045721', 'GO:0005737', 'GO:0006511', 'GO:0005515', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0000166', 'GO:0005524', 'GO:0016740', 'GO:0061631', 'GO:0016567', 'GO:0005737', 'GO:0005737', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0006511', 'GO:0006511', 'GO:0006511', 'GO:0006511', 'GO:0006511', 'GO:0006511', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631', 'GO:0061631']"
UBC9,"['GO:0061656', 'GO:0061656', 'GO:0061656', 'GO:0061656', 'GO:0061656', 'GO:0019789', 'GO:0019789', 'GO:0019789', 'GO:0000022', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0000794', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0000166', 'GO:0005524', 'GO:0016740', 'GO:0007049', 'GO:0016925', 'GO:0051301', 'GO:0005634', 'GO:0005634', 'GO:0019789']"
UBI4,"['GO:0016567', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0031386', 'GO:0031386', 'GO:0031386', 'GO:0031386', 'GO:0031386', 'GO:0031386', 'GO:0031386', 'GO:0031386', 'GO:0031386', 'GO:0031386', 'GO:0031625', 'GO:0031625', 'GO:0016567', 'GO:0016567', 'GO:0016567', 'GO:0016567', 'GO:0016567', 'GO:0016567', 'GO:0019941', 'GO:0019941', 'GO:0005777', 'GO:0031386']"
UBP1,"['GO:0004843', 'GO:0016579', 'GO:0016579', 'GO:0005737', 'GO:0005737', 'GO:0005783', 'GO:0004843', 'GO:0008233', 'GO:0008234', 'GO:0016787', 'GO:0006508', 'GO:0005783', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0016579', 'GO:0004843', 'GO:0004843', 'GO:0006511', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:1905524']"
UBP10,"['GO:0006511', 'GO:0031509', 'GO:0031509', 'GO:0004843', 'GO:0016578', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0005634', 'GO:0005730', 'GO:0004843', 'GO:0004843', 'GO:0016579', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0004843', 'GO:0008233', 'GO:0008234', 'GO:0016787', 'GO:0006508', 'GO:0000781', 'GO:0000781', 'GO:0005634', 'GO:0005634', 'GO:0005694', 'GO:0005730', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:2001020', 'GO:0043596']"
UBP11,"['GO:0004843', 'GO:0008150', 'GO:0005575', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0004843', 'GO:0008233', 'GO:0008234', 'GO:0016787', 'GO:0006508', 'GO:0004843', 'GO:0004843', 'GO:0006511', 'GO:0016579', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579']"
UBP12,"['GO:0004843', 'GO:0010637', 'GO:0016579', 'GO:0016579', 'GO:0005634', 'GO:0005737', 'GO:0004843', 'GO:0008233', 'GO:0008234', 'GO:0016787', 'GO:0006508', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0006511', 'GO:0016579', 'GO:0016579', 'GO:2001020', 'GO:0043596']"
UBP13,"['GO:0004843', 'GO:0010995', 'GO:0005575', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0004843', 'GO:0008233', 'GO:0008234', 'GO:0016787', 'GO:0006508', 'GO:0004843', 'GO:0004843', 'GO:0006511', 'GO:0016579', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579']"
UBP14,"['GO:0004843', 'GO:0043161', 'GO:0045721', 'GO:0005737', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0004843', 'GO:0008233', 'GO:0008234', 'GO:0016787', 'GO:0046872', 'GO:0006508', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0008270', 'GO:0016579', 'GO:0016579', 'GO:0006511', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579']"
UBP15,"['GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0010995', 'GO:0010995', 'GO:0016579', 'GO:0016579', 'GO:0005777', 'GO:0005829', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004197', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0004843', 'GO:0031647', 'GO:0031647', 'GO:0031647', 'GO:0031647', 'GO:0031647', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0016579', 'GO:0005737', 'GO:0005783', 'GO:0016973', 'GO:0004843', 'GO:0008233', 'GO:0008234', 'GO:0016787', 'GO:0006508', 'GO:0004843', 'GO:0004843', 'GO:0006511', 'GO:0016579']"
UBP16,"['GO:0004843', 'GO:0004843', 'GO:0006511', 'GO:0016579', 'GO:0004843', 'GO:0016579', 'GO:0005741', 'GO:0005739', 'GO:0005741', 'GO:0004843', 'GO:0008233', 'GO:0008234', 'GO:0016787', 'GO:0006508']"
