gene,goId
ATG12,"['GO:0061739', 'GO:0008047', 'GO:0031386', 'GO:0031386', 'GO:0031386', 'GO:0000045', 'GO:0000422', 'GO:0006501', 'GO:0032258', 'GO:0034727', 'GO:0044805', 'GO:0000407', 'GO:0034274', 'GO:0019776', 'GO:0034045', 'GO:0034045', 'GO:0050790', 'GO:0005829', 'GO:0006914', 'GO:0015031', 'GO:0016020', 'GO:0034045', 'GO:0044804', 'GO:0044804', 'GO:0000045', 'GO:0005737', 'GO:0000045', 'GO:0000045', 'GO:0000045', 'GO:0000422', 'GO:0000422', 'GO:0006501', 'GO:0006501', 'GO:0034274', 'GO:0034274']"
ATG13,"['GO:1990316', 'GO:0000407', 'GO:0000045', 'GO:0071211', 'GO:0019887', 'GO:0019887', 'GO:0000422', 'GO:0016236', 'GO:0032147', 'GO:0034497', 'GO:0034727', 'GO:0044805', 'GO:0019898', 'GO:1990316', 'GO:0120095', 'GO:0071255', 'GO:0005829', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0005829', 'GO:0005829', 'GO:0019898', 'GO:0019898', 'GO:0070016', 'GO:0006914', 'GO:0000045', 'GO:0006914', 'GO:1990316', 'GO:0006914', 'GO:0015031', 'GO:0000407', 'GO:0005737', 'GO:0005737', 'GO:0000423', 'GO:0000423', 'GO:0034497', 'GO:0034497', 'GO:0034727', 'GO:0034727', 'GO:1990316', 'GO:1990316', 'GO:1990316', 'GO:1990316', 'GO:1990316', 'GO:1990316']"
ATG14,"['GO:0003674', 'GO:0016236', 'GO:0016236', 'GO:0016236', 'GO:0030242', 'GO:0032258', 'GO:0034727', 'GO:0000329', 'GO:0000407', 'GO:0000407', 'GO:0019898', 'GO:0034271', 'GO:0120095', 'GO:0006914', 'GO:0015031', 'GO:0005773', 'GO:0005774', 'GO:0016020', 'GO:0034045', 'GO:0016236', 'GO:0016236']"
ATG15,"['GO:0004620', 'GO:0004620', 'GO:0004620', 'GO:0004620', 'GO:0004620', 'GO:0004620', 'GO:0006624', 'GO:0006624', 'GO:0006660', 'GO:0006660', 'GO:0006914', 'GO:0006914', 'GO:0006914', 'GO:0006914', 'GO:0030397', 'GO:0030397', 'GO:0034496', 'GO:0034727', 'GO:0046461', 'GO:0005775', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0004806', 'GO:0016787', 'GO:0006629', 'GO:0006914', 'GO:0016042', 'GO:0005768', 'GO:0016020', 'GO:0016021', 'GO:0032585', 'GO:0005783', 'GO:0006629', 'GO:0000425', 'GO:0004620', 'GO:0004620', 'GO:0034496', 'GO:0034496', 'GO:0034727', 'GO:0034727', 'GO:0046461', 'GO:0046461', 'GO:0016236', 'GO:0016236', 'GO:0016236']"
ATG16,"['GO:1905037', 'GO:0030674', 'GO:0000422', 'GO:0006501', 'GO:0016236', 'GO:0032258', 'GO:0034727', 'GO:0044805', 'GO:0000407', 'GO:0034274', 'GO:0034274', 'GO:0019776', 'GO:0061908', 'GO:0120095', 'GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0006914', 'GO:0015031', 'GO:0016020', 'GO:0034045']"
ATG17,"['GO:0045772', 'GO:2000786', 'GO:1990316', 'GO:0000045', 'GO:0005737', 'GO:0030295', 'GO:0000045', 'GO:0000422', 'GO:0030242', 'GO:0032147', 'GO:0034727', 'GO:0044805', 'GO:0000407', 'GO:1990316', 'GO:1990316', 'GO:0000149', 'GO:0034497', 'GO:0120095', 'GO:0005634', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0006914', 'GO:0060090', 'GO:0060090', 'GO:0006914', 'GO:0005737', 'GO:0005737', 'GO:0016020', 'GO:0034045', 'GO:0030295', 'GO:0030295', 'GO:0000045', 'GO:0000045', 'GO:0000422', 'GO:0000422', 'GO:0000422', 'GO:0030242', 'GO:0030242', 'GO:0034727', 'GO:0034727', 'GO:0044805', 'GO:0044805', 'GO:1990316', 'GO:1990316', 'GO:0032147', 'GO:0032147', 'GO:0060090']"
ATG18,"['GO:0044090', 'GO:0043130', 'GO:0080025', 'GO:0006624', 'GO:0006624', 'GO:0016236', 'GO:0016236', 'GO:0030242', 'GO:0032258', 'GO:0032258', 'GO:0032258', 'GO:0034727', 'GO:0044805', 'GO:0045324', 'GO:0000329', 'GO:0000407', 'GO:0005768', 'GO:0005829', 'GO:0070772', 'GO:0070772', 'GO:0000329', 'GO:0000329', 'GO:0000329', 'GO:0000329', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0019898', 'GO:0019898', 'GO:0019898', 'GO:0034045', 'GO:0034045', 'GO:0034045', 'GO:0032266', 'GO:0032266', 'GO:0070273', 'GO:0061908', 'GO:0000329', 'GO:0000329', 'GO:0071944', 'GO:0044804', 'GO:0044804', 'GO:0044804', 'GO:0044804', 'GO:0006914', 'GO:0015031', 'GO:0005768', 'GO:0005773', 'GO:0005774', 'GO:0010008', 'GO:0016020', 'GO:0034045', 'GO:0000422', 'GO:0000422', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0006497', 'GO:0006497', 'GO:0006497', 'GO:0034497', 'GO:0034497', 'GO:0034497', 'GO:0034497']"
ATG19,"['GO:0030674', 'GO:0016050', 'GO:0030433', 'GO:0000407', 'GO:0000407', 'GO:0005737', 'GO:0019898', 'GO:0034270', 'GO:0034270', 'GO:0034270', 'GO:0031503', 'GO:0031503', 'GO:0031503', 'GO:0031503', 'GO:0031503', 'GO:0005829', 'GO:0006914', 'GO:0015031', 'GO:0016020', 'GO:0034045', 'GO:0061912']"
ATG2,"['GO:0032266', 'GO:0000045', 'GO:0000422', 'GO:0006914', 'GO:0030242', 'GO:0030242', 'GO:0032258', 'GO:0034727', 'GO:0044805', 'GO:0061709', 'GO:0000407', 'GO:0000407', 'GO:0005737', 'GO:0019898', 'GO:0030242', 'GO:0006914', 'GO:0006914', 'GO:0120009', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0019898', 'GO:0019898', 'GO:0061908', 'GO:0005737', 'GO:0005829', 'GO:0032266', 'GO:0032266', 'GO:0034727', 'GO:0034727', 'GO:0044805', 'GO:0044805', 'GO:0061709', 'GO:0061709', 'GO:0006869', 'GO:0006914', 'GO:0015031', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0034045', 'GO:0000045', 'GO:0000045', 'GO:0000045', 'GO:0000045', 'GO:0000422', 'GO:0000422']"
ATG20,"['GO:0032266', 'GO:0032266', 'GO:0000422', 'GO:0016236', 'GO:0032258', 'GO:0034498', 'GO:0034498', 'GO:0034498', 'GO:0034498', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0005768', 'GO:0019898', 'GO:0042147', 'GO:0005829', 'GO:0005829', 'GO:0008289', 'GO:0006914', 'GO:0015031', 'GO:0005768', 'GO:0010008', 'GO:0016020', 'GO:0034045', 'GO:0035091', 'GO:0035091', 'GO:0035091']"
ATG21,"['GO:0080025', 'GO:0000422', 'GO:0006497', 'GO:0016050', 'GO:0016236', 'GO:0032258', 'GO:0034497', 'GO:0034727', 'GO:0000329', 'GO:0000329', 'GO:0005768', 'GO:0005829', 'GO:0032266', 'GO:0032266', 'GO:0070273', 'GO:0034497', 'GO:0034497', 'GO:0000407', 'GO:0000407', 'GO:0000329', 'GO:0000329', 'GO:0000329', 'GO:0000329', 'GO:0000329', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0019898', 'GO:0019898', 'GO:0019898', 'GO:0034045', 'GO:0034045', 'GO:0034045', 'GO:0044804', 'GO:0044804', 'GO:0044804', 'GO:0044804', 'GO:0006914', 'GO:0015031', 'GO:0005737', 'GO:0005737', 'GO:0005773', 'GO:0005773', 'GO:0000422', 'GO:0000422', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0032266', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0080025', 'GO:0006497', 'GO:0006497', 'GO:0006497', 'GO:0034497', 'GO:0034497', 'GO:0034497', 'GO:0034497']"
ATG22,"['GO:0003674', 'GO:0032974', 'GO:0071627', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0071627', 'GO:0071627', 'GO:0006865', 'GO:0006914', 'GO:0032974', 'GO:0005773', 'GO:0005774', 'GO:0016020', 'GO:0016021', 'GO:0032974', 'GO:0032974']"
ATG23,"['GO:0003674', 'GO:0016239', 'GO:0032258', 'GO:0034497', 'GO:0044805', 'GO:0000407', 'GO:0000407', 'GO:0019898', 'GO:0006914', 'GO:0015031', 'GO:0005737', 'GO:0005737', 'GO:0016020', 'GO:0016020', 'GO:0034045']"
ATG26,"['GO:0016906', 'GO:0016125', 'GO:0032120', 'GO:0005737', 'GO:0008194', 'GO:0016758', 'GO:0005975', 'GO:0030259', 'GO:0016740', 'GO:0016757', 'GO:0016906', 'GO:0102202', 'GO:0102203', 'GO:0102205', 'GO:0006629', 'GO:0006694', 'GO:0008202', 'GO:0016126', 'GO:0005737', 'GO:0005737', 'GO:0016020', 'GO:0016020']"
ATG27,"['GO:0016236', 'GO:0005774', 'GO:0032266', 'GO:0000045', 'GO:0016050', 'GO:0030242', 'GO:0032258', 'GO:0034497', 'GO:0000407', 'GO:0005739', 'GO:0005802', 'GO:0016020', 'GO:0005770', 'GO:0005770', 'GO:0000324', 'GO:0007034', 'GO:0007034', 'GO:0007034', 'GO:0006914', 'GO:0015031', 'GO:0000139', 'GO:0005739', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0030659', 'GO:0031410', 'GO:0031966', 'GO:0034045']"
ATG3,"['GO:0019787', 'GO:0019776', 'GO:0000422', 'GO:0006501', 'GO:0006501', 'GO:0006501', 'GO:0032258', 'GO:0034727', 'GO:0044805', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0000045', 'GO:0000407', 'GO:0000407', 'GO:0061908', 'GO:0061908', 'GO:0061908', 'GO:0005737', 'GO:0005829', 'GO:0006914', 'GO:0015031', 'GO:0005737', 'GO:0005737', 'GO:0044804', 'GO:0044804', 'GO:0019776', 'GO:0019776', 'GO:0019776', 'GO:0000045', 'GO:0000045', 'GO:0000045', 'GO:0000045', 'GO:0000422', 'GO:0000422', 'GO:0000153', 'GO:0000153']"
ATG31,"['GO:0006914', 'GO:0000407', 'GO:1990316', 'GO:0003674', 'GO:0000422', 'GO:0006914', 'GO:0034727', 'GO:0044805', 'GO:0000407', 'GO:0000407', 'GO:0005737', 'GO:0005829', 'GO:0000741', 'GO:0006914', 'GO:0007059', 'GO:0015031', 'GO:0000407', 'GO:0005737', 'GO:0005856', 'GO:0005856', 'GO:0005874']"
ATG32,"['GO:0003674', 'GO:0000422', 'GO:0000422', 'GO:0031307', 'GO:0031307', 'GO:0031930', 'GO:0006914', 'GO:0005739', 'GO:0005741', 'GO:0005741', 'GO:0005773', 'GO:0005774', 'GO:0016020', 'GO:0016021', 'GO:0034045', 'GO:0005739']"
ATG33,"['GO:0003674', 'GO:0000422', 'GO:0016236', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0006914', 'GO:0005739', 'GO:0016020', 'GO:0016021', 'GO:0031966', 'GO:0000422', 'GO:0000422']"
ATG34,"['GO:0034622', 'GO:0034270', 'GO:0034270', 'GO:0031503', 'GO:0031503', 'GO:0030674', 'GO:0071211', 'GO:0005829', 'GO:0006914', 'GO:0015031', 'GO:0016020', 'GO:0034045']"
ATG38,"['GO:0005198', 'GO:0016236', 'GO:0000407', 'GO:0005774', 'GO:0034271', 'GO:0005737', 'GO:0006914', 'GO:0005737', 'GO:0005737', 'GO:0016020', 'GO:0034045']"
ATG4,"['GO:0005634', 'GO:0005737', 'GO:0019786', 'GO:0019786', 'GO:0000422', 'GO:0006501', 'GO:0006508', 'GO:0032258', 'GO:0034727', 'GO:0044805', 'GO:0051697', 'GO:0008233', 'GO:0008234', 'GO:0016787', 'GO:0006508', 'GO:0006914', 'GO:0015031', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737']"
ATG5,"['GO:0008047', 'GO:0000422', 'GO:0006501', 'GO:0016236', 'GO:0032258', 'GO:0034727', 'GO:0044805', 'GO:0000407', 'GO:0000407', 'GO:0005776', 'GO:0005829', 'GO:0016020', 'GO:0034274', 'GO:0061908', 'GO:0120095', 'GO:0005634', 'GO:0005829', 'GO:0034045', 'GO:0034045', 'GO:0050790', 'GO:0044804', 'GO:0044804', 'GO:0016236', 'GO:0000045', 'GO:0000045', 'GO:0000045', 'GO:0000045', 'GO:0000045', 'GO:0000422', 'GO:0000422', 'GO:0000422', 'GO:0000422', 'GO:0006501', 'GO:0006501', 'GO:0006501', 'GO:0006995', 'GO:0006995', 'GO:0034274', 'GO:0034274', 'GO:0016787', 'GO:0006914', 'GO:0015031', 'GO:0016020', 'GO:0034045', 'GO:0019776', 'GO:0140355', 'GO:0061912', 'GO:0006914', 'GO:0005737']"
ATG7,"['GO:0019778', 'GO:0019779', 'GO:0000422', 'GO:0006501', 'GO:0006501', 'GO:0006501', 'GO:0006501', 'GO:0006501', 'GO:0006914', 'GO:0016236', 'GO:0016236', 'GO:0032258', 'GO:0032258', 'GO:0032446', 'GO:0034727', 'GO:0044805', 'GO:0000407', 'GO:0005829', 'GO:0016020', 'GO:0000407', 'GO:0000407', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0006501', 'GO:0005739', 'GO:0005739', 'GO:0005829', 'GO:0006914', 'GO:0015031', 'GO:0000407', 'GO:0005737', 'GO:0005737', 'GO:0008641', 'GO:0005737', 'GO:0019778', 'GO:0019778', 'GO:0019778', 'GO:0019779', 'GO:0019779', 'GO:0019779', 'GO:0019779', 'GO:0000045', 'GO:0000045', 'GO:0000045', 'GO:0000422', 'GO:0000422', 'GO:0000422', 'GO:0000422', 'GO:0000422', 'GO:0006501', 'GO:0006501', 'GO:0006995', 'GO:0006995', 'GO:0034727', 'GO:0034727', 'GO:0044805', 'GO:0044805', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446', 'GO:0032446']"
ATG8,"['GO:0031386', 'GO:0000422', 'GO:0006888', 'GO:0006888', 'GO:0006888', 'GO:0032258', 'GO:0034727', 'GO:0044805', 'GO:0061025', 'GO:0061025', 'GO:0061709', 'GO:0071211', 'GO:0000329', 'GO:0000329', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0005776', 'GO:0005776', 'GO:0019898', 'GO:0031503', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0000329', 'GO:0000329', 'GO:0000329', 'GO:0008429', 'GO:0016241', 'GO:0032258', 'GO:0034497', 'GO:0000407', 'GO:0120095', 'GO:0005829', 'GO:0006914', 'GO:0015031', 'GO:0000421', 'GO:0005773', 'GO:0005774', 'GO:0016020', 'GO:0031410', 'GO:0033110', 'GO:0005811', 'GO:0005811', 'GO:0140042', 'GO:0006995', 'GO:0006995', 'GO:1905153', 'GO:0008429', 'GO:0008429', 'GO:0016236', 'GO:0016236', 'GO:0016236', 'GO:0016236', 'GO:0016236', 'GO:0016236', 'GO:0016236', 'GO:0016236', 'GO:0016236', 'GO:0016236', 'GO:0016236']"
ATG9,"['GO:0000045', 'GO:0000045', 'GO:0000422', 'GO:0032258', 'GO:0034497', 'GO:0034727', 'GO:0044805', 'GO:0061709', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0005739', 'GO:0030659', 'GO:0017121', 'GO:0000045', 'GO:0061908', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0000407', 'GO:0005776', 'GO:0005776', 'GO:0005776', 'GO:0006914', 'GO:0006869', 'GO:0006914', 'GO:0000139', 'GO:0005739', 'GO:0005783', 'GO:0005789', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0030659', 'GO:0031410', 'GO:0031966', 'GO:0034045', 'GO:0000422', 'GO:0000422', 'GO:0034497', 'GO:0034497', 'GO:0044805', 'GO:0044805']"
ATH1,"['GO:0004555', 'GO:0005993', 'GO:0005993', 'GO:0005993', 'GO:0000324', 'GO:0009277', 'GO:0030287', 'GO:0005993', 'GO:0005993', 'GO:0005993', 'GO:0005993', 'GO:0004555', 'GO:0004555', 'GO:0004555', 'GO:0004555', 'GO:0009277', 'GO:0009277', 'GO:0009277', 'GO:0015771', 'GO:0004555', 'GO:0016787', 'GO:0016798', 'GO:0008152', 'GO:0005773', 'GO:0005775', 'GO:0016020', 'GO:0016020', 'GO:0016021', 'GO:0042597', 'GO:0042597', 'GO:0003824', 'GO:0003824', 'GO:0003824', 'GO:0030246', 'GO:0005975', 'GO:0005975', 'GO:0005975', 'GO:0005975', 'GO:0005975', 'GO:0004553', 'GO:0004553', 'GO:0004553', 'GO:0004553', 'GO:0004553', 'GO:0004553', 'GO:0005975', 'GO:0005975', 'GO:0005975', 'GO:0005975', 'GO:0005975', 'GO:0005975']"
ATM1,"['GO:0140359', 'GO:0042626', 'GO:0005743', 'GO:0005743', 'GO:0005743', 'GO:0005743', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0042626', 'GO:0016226', 'GO:0005739', 'GO:0005739', 'GO:1902497', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0000166', 'GO:0005524', 'GO:0006811', 'GO:0055072', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0016021', 'GO:0005524', 'GO:0005524', 'GO:0005524', 'GO:0005524', 'GO:0055085', 'GO:0016021', 'GO:0016021', 'GO:0006879', 'GO:0006879', 'GO:0006879', 'GO:0006879', 'GO:0006879', 'GO:0006879', 'GO:0006879', 'GO:0006879', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626', 'GO:0042626']"
ATO2,"['GO:0016021', 'GO:0008519', 'GO:0015696', 'GO:0019740', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0000324', 'GO:0005739', 'GO:0005739', 'GO:0006811', 'GO:0015696', 'GO:0005886', 'GO:0005886', 'GO:0016020', 'GO:0016021', 'GO:0035433', 'GO:0072488', 'GO:0015123', 'GO:0015123', 'GO:0015123']"
ATO3,"['GO:0008519', 'GO:0015696', 'GO:0019740', 'GO:0055085', 'GO:0005886', 'GO:0005739', 'GO:0005739', 'GO:0071944', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0072488', 'GO:0035433', 'GO:0016021', 'GO:0015123', 'GO:0015123', 'GO:0015123', 'GO:0006811', 'GO:0015696', 'GO:0005886', 'GO:0005886', 'GO:0016020', 'GO:0016021']"
ATP1,"['GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0016887', 'GO:0005739', 'GO:0005754', 'GO:0005754', 'GO:0005754', 'GO:0042645', 'GO:0000166', 'GO:0005524', 'GO:0006754', 'GO:0006811', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0045261', 'GO:0046933', 'GO:0046933', 'GO:0046933', 'GO:0046933', 'GO:0005739', 'GO:0005739', 'GO:0045261', 'GO:0045261', 'GO:0045261', 'GO:0045261', 'GO:0005524', 'GO:0005524', 'GO:0005524', 'GO:0043531', 'GO:0043531', 'GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0045261', 'GO:0005754', 'GO:0005754', 'GO:1902600', 'GO:1902600', 'GO:0005524', 'GO:0005524', 'GO:0032559', 'GO:0046933', 'GO:0046034', 'GO:0046034', 'GO:0046933', 'GO:0046933', 'GO:0046933']"
ATP10,"['GO:0051082', 'GO:0033615', 'GO:0033615', 'GO:0005743', 'GO:0032592', 'GO:0005737', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0005743', 'GO:0005743', 'GO:0032592', 'GO:0032592', 'GO:0033615', 'GO:0033615']"
ATP11,"['GO:0051082', 'GO:0051082', 'GO:0007005', 'GO:0033615', 'GO:0033615', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0065003', 'GO:0005739', 'GO:0033615', 'GO:0033615']"
ATP12,"['GO:0019904', 'GO:0033615', 'GO:0033615', 'GO:0005739', 'GO:0033615', 'GO:0033615', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005758', 'GO:0005739', 'GO:0005739', 'GO:0043461']"
ATP14,"['GO:0015986', 'GO:0015986', 'GO:0033615', 'GO:0042407', 'GO:0000276', 'GO:0005739', 'GO:0005739', 'GO:0015986', 'GO:0000276', 'GO:0006754', 'GO:0006811', 'GO:0005739', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0015986', 'GO:0015986', 'GO:0000276', 'GO:0000276', 'GO:0045263', 'GO:0016887', 'GO:0046933', 'GO:0046933']"
ATP18,"['GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0033615', 'GO:0000276', 'GO:0005753', 'GO:0046933', 'GO:0046933', 'GO:0065003', 'GO:0005739', 'GO:0005739', 'GO:0015986', 'GO:0015986', 'GO:0000276', 'GO:0000276', 'GO:0006754', 'GO:0006811', 'GO:0005739', 'GO:0016020', 'GO:0016021', 'GO:0031966', 'GO:0045263', 'GO:0015078', 'GO:0015986', 'GO:0045263']"
ATP19,"['GO:0015986', 'GO:0000276', 'GO:0046933', 'GO:0065003', 'GO:0005739', 'GO:0005739', 'GO:0015986', 'GO:0015986', 'GO:0000276', 'GO:0000276', 'GO:0006754', 'GO:0006811', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0016021', 'GO:0045263']"
ATP2,"['GO:0046961', 'GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0005754', 'GO:0005754', 'GO:0005754', 'GO:0016887', 'GO:0016887', 'GO:0045261', 'GO:0000166', 'GO:0005524', 'GO:0046933', 'GO:0046961', 'GO:0006754', 'GO:0006811', 'GO:0005739', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0045261', 'GO:0005739', 'GO:0005739', 'GO:0005524', 'GO:0005524', 'GO:0046933', 'GO:0015986', 'GO:0045261', 'GO:0046933', 'GO:0046933', 'GO:0046933', 'GO:0046933', 'GO:0046933', 'GO:0046034', 'GO:0046034', 'GO:1902600', 'GO:1902600', 'GO:0046933', 'GO:0046933', 'GO:0042776', 'GO:0042776', 'GO:0042776', 'GO:0005753', 'GO:0005753', 'GO:0005753', 'GO:0005753', 'GO:0005753', 'GO:0005753', 'GO:0005753', 'GO:0005753', 'GO:0045261', 'GO:0045261', 'GO:0045261', 'GO:0045261', 'GO:0045261', 'GO:0045261', 'GO:0045261']"
ATP20,"['GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0042407', 'GO:0000276', 'GO:0065003', 'GO:0065003', 'GO:0065003', 'GO:0005739', 'GO:0005739', 'GO:0015986', 'GO:0000276', 'GO:0006754', 'GO:0006811', 'GO:0005739', 'GO:0016020', 'GO:0031966', 'GO:0045263', 'GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0000276', 'GO:0000276', 'GO:0000276', 'GO:0046933', 'GO:0015078']"
ATP23,"['GO:0003674', 'GO:0033615', 'GO:0034982', 'GO:0034982', 'GO:0005758', 'GO:0031314', 'GO:0031314', 'GO:0031314', 'GO:0008233', 'GO:0008237', 'GO:0016787', 'GO:0046872', 'GO:0006508', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0033615', 'GO:0033615', 'GO:0034982', 'GO:0034982', 'GO:0004222']"
ATP25,"['GO:0003674', 'GO:0033615', 'GO:0048255', 'GO:0005743', 'GO:0048255', 'GO:0140053', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0033615', 'GO:0033615', 'GO:0048255', 'GO:0048255']"
ATP5,"['GO:0016020', 'GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0000274', 'GO:0000274', 'GO:0046933', 'GO:0046933', 'GO:0006754', 'GO:0006811', 'GO:0005739', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0005739', 'GO:0005739', 'GO:0046933', 'GO:0046933', 'GO:0046933', 'GO:0046933', 'GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0015986', 'GO:0042776', 'GO:0042776', 'GO:0042776', 'GO:0000274', 'GO:0000274', 'GO:0045261', 'GO:0045261', 'GO:0046933', 'GO:0046933', 'GO:0015986', 'GO:0015986']"
